aweek,bvid,category,coin,favorite,like,mid,name,play_link,reply,title,view
154,BV1Uq4y1t7ME,美食制作,56740,350784,675114,86138838,阿男的食谱,https://b23.tv/BV1Uq4y1t7ME,4227,攒足了10个超赞的家庭小料理，学会了做给家人吃，你一定会回来谢我 ….炭烤牛排、孜然羊排、真蒜味面包、鲍耗双拼、牛排盖饭、芝士土豆泥、蒜辣意面、祖传饼干、鸡芝圈,10294014
154,BV1k34y1C7CL,单机游戏,225901,92244,435965,546195,老番茄,https://b23.tv/BV1k34y1C7CL,5463,【老番茄】大傻子福尔摩斯(第二集),3861697
154,BV19r4y167pL,单机游戏,548183,153525,531751,344488725,易凌叔,https://b23.tv/BV19r4y167pL,4684,历时40天、200小时 我终于一命通关了造梦西游3！,5238535
154,BV1W3411L7LS,搞笑,161416,71145,592082,5294454,逗比的雀巢,https://b23.tv/BV1W3411L7LS,5878,劫匪：找到你的把柄啦！！哈哈哈哈哈哈！！！！！,6926014
153,BV1ua411872R,MV,1240566,422577,1615991,386043247,腾格尔,https://b23.tv/BV1ua411872R,37505,【腾格尔】注入灵魂！《孤勇者》来了，送给我的小粉丝们！,15395607
153,BV1bR4y1V7QJ,科学科普,68162,65460,865213,14804670,无穷小亮的科普日常,https://b23.tv/BV1bR4y1V7QJ,9013,【亮记生物鉴定】网络热传生物鉴定38,11352754
153,BV1QR4y1G7vA,影视剪辑,372928,250068,523901,11026741,沉沉一灰,https://b23.tv/BV1QR4y1G7vA,8207,“七年了，他还是走不出来”,8252949
153,BV1sY41137hb,综合,199756,75321,473612,3066511,特效小哥studio,https://b23.tv/BV1sY41137hb,3540,成龙历险记，但是是真人版,5427831
153,BV1Ya411b7FB,搞笑,322545,126577,623466,5970160,小潮院长,https://b23.tv/BV1Ya411b7FB,8061,谋 权 篡 位 8,8112241
153,BV1qL4y1u7Pf,影视剪辑,227377,149683,475569,1607596057,高傲地低于生活,https://b23.tv/BV1qL4y1u7Pf,3590,这些名场面剪到一起竟如此丝滑！,5343926
152,BV1pu411Q7j8,短片,1327990,552725,1173696,29126359,GZHhaha,https://b23.tv/BV1pu411Q7j8,20098,【CG短片】个人科幻短片《DEEP：深海》 ——耗时两年半独立完成的个人CG作品,7745046
152,BV1NU4y1f7xp,家居房产,75637,140696,603289,454560170,住范儿,https://b23.tv/BV1NU4y1f7xp,4355,阳台玩命设计、鸡肋变形家具，这期真是耸人听闻！,15298051
152,BV19F411x7Za,喵星人,352232,110502,1133416,263090405,猫不理咖啡,https://b23.tv/BV19F411x7Za,5252,养了一群《吞金兽》,8437107
152,BV1nL411N7FV,短片·手书·配音,151899,87831,483850,627888730,星有野,https://b23.tv/BV1nL411N7FV,2696,【恋 爱 中 的 女 人 潜 力 能 有 多 大 ？】,6272208
152,BV1Du411D7zZ,搞笑,122966,408890,769302,442177273,计算机学长,https://b23.tv/BV1Du411D7zZ,2560,一句话回怼道德绑架！2.0,7963538
152,BV17u411Q7LW,搞笑,123950,47407,470381,67141499,大漠叔叔,https://b23.tv/BV17u411Q7LW,13702,可狱可囚，很刑很可铐，小破站搞枪支测评,5488194
152,BV1PF411b7Z4,美食侦探,207222,47966,357032,99157282,盗月社食遇记,https://b23.tv/BV1PF411b7Z4,7390,在东北千万不要一个人点菜！1斤锅包肉直接干懵我了…,4237822
152,BV1si4y117Fy,社科·法律·心理,270342,297343,447647,35833561,在下冷冷,https://b23.tv/BV1si4y117Fy,11451,我想让每个人都看的视频啊啊啊啊啊啊！,5031157
164,BV19t4y1x7sr,电子竞技,146526,33586,182190,13904634,我是TOO,https://b23.tv/BV19t4y1x7sr,2823,30+连败赏金猎人？我能创造历史吗？,2058295
164,BV1wZ4y187PQ,桌游棋牌,141338,37189,198024,1958342,水无月菌,https://b23.tv/BV1wZ4y187PQ,6303,决斗必须要有铁的意志和钢的强韧【水无月菌】,2446470
164,BV1Mv4y1N7WJ,演奏,54918,78969,507760,42561463,浑元Rysn,https://b23.tv/BV1Mv4y1N7WJ,2708,我 吹 唢 呐 的,4513239
164,BV1F5411R7jb,健身,72871,43173,144916,66391032,帅soserious,https://b23.tv/BV1F5411R7jb,7661,【连续洗30天冷水澡】我的身体发生了什么变化?,2649800
164,BV1FB4y117Ef,明星综合,70049,20744,148559,641975239,刘谦,https://b23.tv/BV1FB4y117Ef,4733,【刘谦魔术课】不认识这人，不要说你懂魔术,1775843
164,BV1BA4y1S7gt,改装玩车,42605,14412,101596,1919368099,刘木头LiuMutou,https://b23.tv/BV1BA4y1S7gt,1566,【 变 形 蛋 】我花了30天，把蛋改成了这样……,2366340
164,BV1vZ4y1a7Be,手机游戏,37318,18300,123474,161775300,明日方舟,https://b23.tv/BV1vZ4y1a7Be,17312,《明日方舟》危机合约新赛季「渊默行动」宣传PV,1793018
164,BV1gY411F7Nz,鬼畜剧场,14036,13758,121773,5878572,核动力路灯,https://b23.tv/BV1gY411F7Nz,1109,我 是 主 E 的,2903141
164,BV1sS4y187f7,日常,33174,6824,193070,250858633,华农兄弟,https://b23.tv/BV1sS4y187f7,3839,华农兄弟：兄弟把母校改成了加工厂，让更多人在家就能就业,2901504
163,BV1PY411N7ve,鬼畜调教,63524,80264,291392,59905809,哦呼w,https://b23.tv/BV1PY411N7ve,1474,蜘 蛛 侠 Ｒｅｍｉｘ,2824222
163,BV1Gi4y1m7oy,MMD·3D,132053,93042,144646,163387036,无夜游名,https://b23.tv/BV1Gi4y1m7oy,6172,【原神动画】旅途（甘雨篇）,1438849
163,BV1bA4y1D7xN,人力VOCALOID,57329,31723,124695,28348490,咆哮丶土拨鼠,https://b23.tv/BV1bA4y1D7xN,2578,《三国恋》，但是废话文学,2859288
163,BV1HS4y1a7ce,人文历史,185353,83448,145496,79577853,智能路障,https://b23.tv/BV1HS4y1a7ce,12616,这个视频让你明白，任天堂到底有多牛？【生意02】,1544405
163,BV1QB4y1272L,手工,24477,10108,236071,280793434,手工耿,https://b23.tv/BV1QB4y1272L,5083,自制可以手动发电的手机壳,3081667
163,BV1EY4y1Y78m,喵星人,12822,32370,334650,298946431,香香软软的小泡芙,https://b23.tv/BV1EY4y1Y78m,1626,猫咪吃药一脸懵，又不认识自己的尾巴了,4632095
163,BV1YS4y1c7nQ,乐评盘点,16506,15818,146996,31225950,不是柯桑德,https://b23.tv/BV1YS4y1c7nQ,2691,国外专业音乐人如何评价林俊杰在国外最火的歌？,3230012
162,BV1f94y1d7gA,财经商业,48230,39343,159184,37663924,硬核的半佛仙人,https://b23.tv/BV1f94y1d7gA,5521,【半佛】摸鱼之王刘慈欣,2628238
162,BV1EZ4y1m7af,足球,34560,17024,216692,1091065001,赵鹏,https://b23.tv/BV1EZ4y1m7af,9018,【赵鹏】B站我来了！鬼畜视频可以直接@我了！,2724007
162,BV1r5411U7NV,人文历史,119600,34176,249261,23947287,小约翰可汗,https://b23.tv/BV1r5411U7NV,7929,英国人如何成为埃塞俄比亚王子？【硬核狠人31】,3979150
162,BV1WS4y1Y7hZ,日常,132558,93735,193694,16206007,vivi可爱多,https://b23.tv/BV1WS4y1Y7hZ,11306,找对象最看重什么？90%的人都选错了？附心理咨询师甄选指南！,1887971
162,BV1jF411G7iF,设计·创意,26569,29225,190087,7212583,设计师深海,https://b23.tv/BV1jF411G7iF,2057,色不够了,2921737
162,BV1AY4y1p7v2,科学科普,5326,37658,418991,400230277,水果猎人杨晓洋,https://b23.tv/BV1AY4y1p7v2,1722,【水果猎人】网络热门水果鉴定3,7064660
162,BV1EL4y157DL,绘画,132191,20589,371208,1838326986,帅农鸟哥,https://b23.tv/BV1EL4y157DL,6258,村书记找我作画啦，我是不是可以开始全县巡画了？,5673259
162,BV1o3411H7g8,明星综合,49537,38194,158801,3670216,TF家族,https://b23.tv/BV1o3411H7g8,13577,【时代少年团】哥弟出游记01：春江水暖谁先知,2690565
162,BV1Ri4y1S7bu,短片·手书·配音,4595,7065,53313,440209020,-柠檬猹-,https://b23.tv/BV1Ri4y1S7bu,340,【重生细胞自制动画】巨 镰 无 情 人 有 情,1217687
161,BV1QY4y1V7RY,综合,46341,34973,159711,63231,泛式,https://b23.tv/BV1QY4y1V7RY,6375,大哥....这也能出续作啊？！2022年7月新番导视！【泛式】,1547369
161,BV1MY411g763,科学科普,40619,13287,171124,456664753,央视新闻,https://b23.tv/BV1MY411g763,3062,二手电子烟有害吗？电子烟比卷烟更害人吗？,1327010
161,BV1TT4y1B7qc,野生动物,24378,31944,119142,1481344732,我们都是社畜,https://b23.tv/BV1TT4y1B7qc,1901,爱你，上头,1913392
161,BV1ng411R7Pd,综合,104743,41526,132602,730732,瓶子君152,https://b23.tv/BV1ng411R7Pd,5611,温柔的疯子？翻遍藤本树的所有作品！我找到了他的成功密码！（上）【瓶说动漫】,1096359
161,BV1N34y177aj,美食侦探,27260,10505,155852,447317111,Meetfood觅食,https://b23.tv/BV1N34y177aj,2469,挑战10元在古巴吃一天！古巴人均月入¥200？能吃饱吗？,2609568
161,BV1Nr4y1x7oq,搞笑,17119,8199,214125,1532165,papi酱,https://b23.tv/BV1Nr4y1x7oq,4040,当妈前后的我判若两人,2424122
161,BV1cY4y1V7Lz,单机游戏,96062,36981,168459,680447,马里奥红叔,https://b23.tv/BV1cY4y1V7Lz,1368,当你带MC原版玩家体验多模组「究极爽包 」？！,990911
161,BV1H34y177gR,数码,106027,16443,130030,691415738,苏打baka,https://b23.tv/BV1H34y177gR,3653,终极暴力！让CPU体验瀑布级洗头！12万8000时速流量瀑布水冷！【科技达】,1818845
161,BV1h94y1S7xa,美食测评,55083,10107,238399,337521240,记录生活的蛋黄派,https://b23.tv/BV1h94y1S7xa,3705,《 你 没 吃 过 的 粽 子 》,2202067
158,BV1rS4y12787,手办·模玩,282356,58526,302649,493795621,曹胜歌,https://b23.tv/BV1rS4y12787,5234,童年愿望达成！！用轮胎打造【天女兽】?!!!【数码宝贝系列02】,2494883
158,BV1bS4y1N7yn,日常,50412,42497,390964,164598376,-余怂怂-,https://b23.tv/BV1bS4y1N7yn,25477,长相和声音完全不符是怎样的体验？,7726809
158,BV1ZT4y1i7Ev,搞笑,75286,36018,387498,170088482,炎辰大鸽子,https://b23.tv/BV1ZT4y1i7Ev,2256,黑帮：尝尝我们的酷刑吧！！,4730043
158,BV1wa41147eh,手机游戏,119303,63481,285629,401742377,原神,https://b23.tv/BV1wa41147eh,26163,《原神》角色演示-「神里绫人：林隐泓洄」,4388283
158,BV1Z44y1A7XR,MAD·AMV,391644,263253,394918,49256130,不知枫叶,https://b23.tv/BV1Z44y1A7XR,8760,火影中那些无法超越的画面与台词,4466496
158,BV1Tq4y1e7YE,短片·手书·配音,152242,58720,350541,627888730,星有野,https://b23.tv/BV1Tq4y1e7YE,3400,【 未 来 预 告 】,3695043
158,BV1e3411p7GN,穿搭,19792,77997,216417,32291109,阿紫VirgoAzi,https://b23.tv/BV1e3411p7GN,7849,别怀疑，这两根柱子真的是一个女生的腿？！,5037003
158,BV1294y1Z7D2,短片·手书·配音,131866,44852,214511,220114788,玉译沙画工作室,https://b23.tv/BV1294y1Z7D2,1840,【雾山五行】耗时三个月，我用沙子为国漫打call！,1783446
159,BV1w5411U7bN,搞笑,36497,9629,224334,285571498,盖里老哥,https://b23.tv/BV1w5411U7bN,2548,社死！偷偷在女友玩VR游戏的时候开b站直播！一万人看她跳舞？,3098399
159,BV1r94y1o7cb,综合,57077,21787,126648,316567547,美尼尔动画君,https://b23.tv/BV1r94y1o7cb,3444,自制伍六七第四季4,1547832
159,BV1yZ4y1B764,软件应用,234651,530387,395912,162827591,攀升电脑,https://b23.tv/BV1yZ4y1B764,8722,中国人不骗中国人！全网最简单C盘清理攻略,3378893
159,BV1ta41147JZ,单机游戏,38651,79494,733919,624757844,一只大哈鱼,https://b23.tv/BV1ta41147JZ,3393,一不小心，把B站玩坏了！,6906171
159,BV1xu411i7MY,短片·手书·配音,133237,123959,189322,1207265987,___viv___,https://b23.tv/BV1xu411i7MY,4662,【OC/互动原创动画】入局【维维鲁耶 · 档案Ⅰ】,1386519
159,BV1HT4y1v7HS,翻唱,86077,82974,334952,553425,拯救世界的狗子,https://b23.tv/BV1HT4y1v7HS,2873,许嵩和米津玄师听完都沉默了,4038318
159,BV1uq4y1a7uL,MMD·3D,82427,67755,178782,11527656,飞来MarsFly,https://b23.tv/BV1uq4y1a7uL,2945,“千万不要加入荒泷派！”——神里绫人如是说,1994712
159,BV1EY4y1H7Kf,搞笑,10216,91547,690813,274459325,方山厨子,https://b23.tv/BV1EY4y1H7Kf,2458,每次上网课我都感觉自己像一条舔狗,7820723
151,BV12L4y1s7QQ,MV,120405,36485,370603,386043247,腾格尔,https://b23.tv/BV12L4y1s7QQ,5972,哥又给大家整了首翻唱 《我就喜欢》！,11959686
151,BV1RR4y157k9,短片·手书·配音,44770,104003,530765,1238329219,觅2,https://b23.tv/BV1RR4y157k9,4847,30秒讲完《甄嬛传》,7706970
151,BV1eS4y1G7ig,绘画,254830,291175,1160304,28033852,罗元1994,https://b23.tv/BV1eS4y1G7ig,17622,2021年的总结 1000个星星小人画完拉,6195488
151,BV1LR4y177om,短片·手书·配音,367411,209688,774936,53456,Warma,https://b23.tv/BV1LR4y177om,9950,【warma】300万关注啦！来纪念一下吧【沃玛的生活/第七期】,7077017
151,BV1Wi4y1f7yq,短片,238804,115753,319969,410203688,陈仕贤1114,https://b23.tv/BV1Wi4y1f7yq,13510,有个洗脚妹问我：“是不是人与人之间没有互相看透 才产生了爱情？”,5749250
151,BV16Z4y1R7WJ,竞技体育,14240,60368,294956,2130589656,小菜来追剧了,https://b23.tv/BV16Z4y1R7WJ,1891,假如花滑运动员凑在一起跳广场舞,3234359
151,BV1344y1H7zE,综合,179553,84910,207253,18784364,妖の战歌,https://b23.tv/BV1344y1H7zE,5807,《动漫异世界》：第2集！,1526196
151,BV1Yi4y1f7ou,日常,121368,37534,430932,517327498,罗翔说刑法,https://b23.tv/BV1Yi4y1f7ou,6830,【罗翔】我也是第一次到这个地方来，大开眼界！,5593131
160,BV1QZ4y1h76L,健身,39879,151215,75641,472503624,郝强Fit,https://b23.tv/BV1QZ4y1h76L,680,【颈椎自救】5个最舒服的康复动作，缓解肩颈疼痛僵硬！(坐姿版),1165366
160,BV1B3411P7JU,电子竞技,132903,30044,195038,23604445,上海滩许Van强,https://b23.tv/BV1B3411P7JU,5715,一键蒸发7000血的套路！对手：我去！外挂！！！【有点骚东西】,2178846
160,BV1JB4y127yE,日常,94028,95557,493029,212630840,卡琳娜和揉西,https://b23.tv/BV1JB4y127yE,6021,为了这个视频，我老公去借了一辆劳斯莱斯.......,3946267
160,BV1sv4y1K7kw,手机游戏,65273,72986,193671,37809230,星野派克,https://b23.tv/BV1sv4y1K7kw,4134,真正的服装设计师看《明日方舟》里时装的反应！,2143929
160,BV15A4y1S7Ng,美食侦探,159131,34581,157190,39627524,食贫道,https://b23.tv/BV15A4y1S7Ng,2284,【阿坝吃饭故事03】汶川,2051538
160,BV11F411j7Zu,短片·手书·配音,61024,52566,151970,242589020,二斤鬼火,https://b23.tv/BV11F411j7Zu,1894,【动画毕设】《蓝骑士》,1285995
160,BV1Dt4y1s7pM,绘画,95703,36577,233738,27775639,舒舒酷北北,https://b23.tv/BV1Dt4y1s7pM,2324,爆肝30天，我用3000块多米诺骨牌画了个龙珠,2566742
160,BV1o34y187MS,穿搭,1410,5038,65095,504630061,垫底辣孩,https://b23.tv/BV1o34y187MS,315,【顶流的诞生】农村小伙自制奢侈品大牌 | 极限反差 | 纪梵希 维密 |,937734
157,BV1T94y1f7UE,手机游戏,120486,65170,331214,401742377,原神,https://b23.tv/BV1T94y1f7UE,24083,《原神》神里绫人角色PV——「灯火照夜」,4265783
157,BV1dS4y1U7rz,美食侦探,136054,29441,256595,99157282,盗月社食遇记,https://b23.tv/BV1dS4y1U7rz,4952,挑战重庆爆辣烤翅：吃完流汗如洗澡，当地人看懵了……(｡ì _ í｡),3590703
157,BV1FU4y1d7HM,汪星人,176546,195448,407192,38131199,王大哥隔壁的,https://b23.tv/BV1FU4y1d7HM,6730,事实证明，善良是不分物种的。,5137359
157,BV1UT4y1v7Cy,社科·法律·心理,184938,27320,280057,397490386,肝帝董佳宁,https://b23.tv/BV1UT4y1v7Cy,12389,试吃康师傅老坛酸菜面，就是这个味儿【懂点儿啥】,3028804
157,BV1UP4y1u7kx,音乐综合,115583,95760,543580,374264854,闽男本色MANNAM,https://b23.tv/BV1UP4y1u7kx,4810,《全闽抗疫》素质真的很重要！请间隔一米保持距离,6349176
157,BV14r4y1i7vZ,美妆护肤,17463,32914,312618,422292755,bobo最洋气,https://b23.tv/BV14r4y1i7vZ,2690,bobo最洋气｜亚洲经典男星仿妆合集（一）,4641127
157,BV1f34y1t7G4,搞笑,140031,51218,502539,10360627,张全蛋,https://b23.tv/BV1f34y1t7G4,7505,土坑酸菜被曝光以后，我在承受失业之苦,8603804
157,BV1s3411p7Ce,社会,753174,159061,663722,330415548,谭乔,https://b23.tv/BV1s3411p7Ce,24211,【再见气球哥 他还是那么爱唱歌】,6706318
165,BV14F411T71e,美食制作,167615,37528,224913,527057981,叶子吖OHYEZI,https://b23.tv/BV14F411T71e,1987,龙的尾巴肉！居然被我还原出来了！！！,3229502
165,BV1wT4y1k7Pw,VOCALOID·UTAU,107119,68817,118659,3379951,ilem,https://b23.tv/BV1wT4y1k7Pw,10249,洛天依 原创《白鸟过河滩》,1333809
165,BV1eu411C7jX,美食制作,187720,33619,246808,29329085,二喵的饭,https://b23.tv/BV1eu411C7jX,2030,花7天做了只黄金脆皮烤鸡 竟然是钢化膜的口感！？？,2900487
165,BV1DT4y1r7c9,手工,247830,52406,188434,37607457,凹凸赛克,https://b23.tv/BV1DT4y1r7c9,2776,《武林外传》模型更新了！！！——后院场景,1369587
165,BV1MA4y1D7N7,健身,74416,27963,319247,31578954,街健呆木头,https://b23.tv/BV1MA4y1D7N7,4868,《本草纲目》，加亿点点难度,5710326
165,BV1gu411C7na,音乐综合,123613,19616,161973,31225950,不是柯桑德,https://b23.tv/BV1gu411C7na,1645,我在国外给腾格尔租了个广告牌,1703649
165,BV1ya411Y7E5,鬼畜剧场,6416,14881,66840,1398957,树深时见鹿dear,https://b23.tv/BV1ya411Y7E5,578,优 待 俘 虏,1397098
156,BV1xa411y71j,手机游戏,192531,143025,547633,401742377,原神,https://b23.tv/BV1xa411y71j,21166,《原神》剧情CM短片,5881997
156,BV14S4y1C7cf,桌游棋牌,221803,57817,286364,1958342,水无月菌,https://b23.tv/BV14S4y1C7cf,11603,我必须立刻链接【水无月菌】,4610495
156,BV1JZ4y1o7Rk,喵星人,266732,184466,865731,335575297,在下铁头阿彪,https://b23.tv/BV1JZ4y1o7Rk,3150,猪柳蛋：今天，我站着也要把钱挣了！,11409674
156,BV1zb4y1772u,手工,1471,11397,83568,108563098,三木章,https://b23.tv/BV1zb4y1772u,359,冰墩墩印章来喽！,4085453
156,BV1Su41197Nu,热点,15423,61945,405466,330383888,广东共青团,https://b23.tv/BV1Su41197Nu,4750,冬奥会的气氛组，能处…,5182761
156,BV1x34y1y7GS,日常,304389,60227,368090,99157282,盗月社食遇记,https://b23.tv/BV1x34y1y7GS,4854,刺激！当消防员请社牛up吃饭，45秒收拾得当场自闭…,3065910
156,BV11S4y1G7g6,手办·模玩,192272,61690,183001,396727464,四宫-研lzc,https://b23.tv/BV11S4y1G7g6,3997,久等了！修罗铠甲来了！,1701206
155,BV1am4y1R7Zs,极客DIY,305672,142029,554730,1624439811,前进的查理,https://b23.tv/BV1am4y1R7Zs,3705,终于来了，无限一键三连制造机,7163089
155,BV1oZ4y1k7Hj,美食制作,323482,84339,505164,473524263,澳洲阿彭,https://b23.tv/BV1oZ4y1k7Hj,2378,鱿 鱼 天 花 板,7236445
155,BV1tq4y1477g,美食制作,216699,47540,473299,18202105,绵羊料理,https://b23.tv/BV1tq4y1477g,3062,花半个月煲一锅饭，我只吃一勺好不好。。,4941472
155,BV1HZ4y1C7Pw,日常,108568,28236,181235,384939011,Henry的小木屋,https://b23.tv/BV1HZ4y1C7Pw,7253,为了见你，我想再来一次中国？【国际连线究极尬聊 理想型篇】,3368318
155,BV1o34y1r74K,短片·手书·配音,14468,56633,348470,1108577269,仓鼠搭档,https://b23.tv/BV1o34y1r74K,3330,38秒讲完《开端》,4567213
155,BV17T4y1S7v4,热点,499289,214145,720991,473837611,新华社,https://b23.tv/BV17T4y1S7v4,11158,《灭族之恨》,5451274
155,BV1Qb4y1s75W,人文历史,119584,32598,253600,23947287,小约翰可汗,https://b23.tv/BV1Qb4y1s75W,7876,非洲定制裤腰带是什么样的？【奇葩小国33】,5512469
154,BV1Br4y167bX,鬼畜剧场,176837,162081,384939,32618090,托比昂的护甲包,https://b23.tv/BV1Br4y167bX,4287,香菱怒斥钟离吃饭不给钱,4870700
154,BV1vL411K7UN,单机游戏,220492,52330,193183,7349,STN工作室,https://b23.tv/BV1vL411K7UN,2993,【STN快报第六季21】为了拯救工作室！白金竟说自己可以出来卖！,1738942
154,BV1nm4y1o7Am,短片·手书·配音,13153,45137,214335,1238329219,觅2,https://b23.tv/BV1nm4y1o7Am,1480,30秒讲完《哈利波特》,3149070
154,BV1fm4y1d7Tg,综艺,167748,155380,306808,3670216,TF家族,https://b23.tv/BV1fm4y1d7Tg,86344,【时代少年团】宋亚轩刘耀文《一起等雨停》,4860594
154,BV1qa411C7ni,人文历史,190395,46310,313691,23947287,小约翰可汗,https://b23.tv/BV1qa411C7ni,9727,带英水兵如何讨薪？【硬核狠人27】,5855792
154,BV1Hr4y1r79s,美食侦探,138829,28004,322023,18202105,绵羊料理,https://b23.tv/BV1Hr4y1r79s,3192,来来来！我赌你顶不住这锅《 羊 的 诱 惑 》,3833127
154,BV1xr4y1r7Vn,短片·手书·配音,37639,67963,289312,503400701,刘琥动画,https://b23.tv/BV1xr4y1r7Vn,5027,可怜的水史莱姆,2184330
153,BV13Y411n7Dd,人文历史,166594,52296,286000,23947287,小约翰可汗,https://b23.tv/BV13Y411n7Dd,16450,一克月壤值多少钱？【小约翰】,3952913
153,BV1RL411A7Q2,野生动物,117689,70612,216480,496783876,幸运猎手,https://b23.tv/BV1RL411A7Q2,4228,“活下去！”,2796732
153,BV1iF411s7vc,手机游戏,140804,72962,273326,1265652806,明日方舟终末地,https://b23.tv/BV1iF411s7vc,35862,《明日方舟：终末地》概念CG,5346309
153,BV1br4y1B7V9,搞笑,114376,27528,409844,586789337,我叫孙火旺,https://b23.tv/BV1br4y1B7V9,20987,【为啥白象方便面不好买？】有人不让卖！,5976341
153,BV1tu411B76p,美食制作,239149,56614,451317,473524263,澳洲阿彭,https://b23.tv/BV1tu411B76p,2103,彭 鱼 宴 天 花 板,5942280
153,BV1ka411b76m,极客DIY,261827,68424,236288,20259914,稚晖君,https://b23.tv/BV1ka411b76m,7856,【自制】我做了个能动的 电 脑 配 件！【软核】,2479115
152,BV1244y1M7qf,手机游戏,149079,95620,293800,106904607,小熊猫Panda_,https://b23.tv/BV1244y1M7qf,5555,【原魔】我真的把原魔做了出来,3081384
152,BV1Xb4y1x7Rd,科学科普,175877,50474,257955,254463269,毕导THU,https://b23.tv/BV1Xb4y1x7Rd,6970,【毕导】王濛都不一定懂的滑冰理论，我悄悄传授给你！,1822098
152,BV1pR4y1G7UC,日常,129779,132898,554739,325399211,小蘑菇,https://b23.tv/BV1pR4y1G7UC,12341,当她缩着脖子躲到我身后时，我的心都碎了…被拒绝也没关系，勇气糖给你,5896834
152,BV15Y411G7UT,MV,135955,91074,158312,293539648,Tydot官方,https://b23.tv/BV15Y411G7UT,13415,「官方发布」成都集团 2022 CYPHER,4245328
152,BV1Ju411Q7rd,热点,12254,23849,656339,517433879,中国警察网,https://b23.tv/BV1Ju411Q7rd,3193,年少轻狂娶了警花，现在的我是这样的……,5867161
152,BV1qL411N77n,搞笑,51799,191225,883987,13199099,植物椿,https://b23.tv/BV1qL411N77n,4295,不 要 踩 到 天 津 蘑 菇,12016348
164,BV1At4y147ri,日常,108623,28644,224140,113362335,宝剑嫂,https://b23.tv/BV1At4y147ri,1798,没错！我们是全世界最土的人！！！,1373168
164,BV1r34y177eB,手办·模玩,28189,14100,131297,385626302,阿拉丁狗蛋儿,https://b23.tv/BV1r34y177eB,2124,乡村真人版《战神金刚》：我来组成头部…,1497574
164,BV1dR4y1c7qi,音乐现场,138141,99968,554599,1202762767,花泽香菜,https://b23.tv/BV1dR4y1c7qi,6560,【花泽香菜自投稿】恋爱循环，再来一遍！,4391146
164,BV1U34y1h7cV,手工,2733,30316,258489,1066116711,糖霜饼干的奇妙物语,https://b23.tv/BV1U34y1h7cV,829,哈尔的移动城堡，还原宫崎骏动画里的早餐~【糖霜饼干】,2456628
164,BV1Mv4y1N7UL,演奏,14337,27968,61270,494512664,三套车乐队,https://b23.tv/BV1Mv4y1N7UL,1091,靠近一点点婚礼版,630294
164,BV1CF41177Js,单机游戏,47238,19178,167839,122879,敖厂长,https://b23.tv/BV1CF41177Js,3469,假如我被全网封杀 我还能靠什么挣钱,2214132
163,BV1D541117Rw,美食制作,26842,7008,136742,476704454,小文哥吃吃吃,https://b23.tv/BV1D541117Rw,1940,买一大箱绿色肉的顶级生蚝，绿翡翠，实现生蚝刺身的N种吃法,2313060
163,BV1zZ4y1C777,翻唱,43712,27969,151591,1131457022,人民日报,https://b23.tv/BV1zZ4y1C777,4118,【游戏区联唱】散人、嘟督、ZC等多位UP献声丨百位UP主联唱，庆祝建团百年⑤,1487970
163,BV1EY4y1Y73R,绘画,592,22369,401952,210501465,安迪的美院日常,https://b23.tv/BV1EY4y1Y73R,602,【优雅整活】美术生如何吃巨型果丹皮的,2960875
162,BV1Yi4y1S7cF,手办·模玩,25846,24337,79928,3530725,陈抱一,https://b23.tv/BV1Yi4y1S7cF,1265,【开箱】我拼过最牛的积木！(上),2246178
162,BV1ZZ4y127jF,单机游戏,37665,15514,117937,122879,敖厂长,https://b23.tv/BV1ZZ4y127jF,2211,14年前独具创意的射击游戏 很多人都玩过,1977638
162,BV1iF411g7FT,电子竞技,20345,5940,44698,1886758040,守望先锋,https://b23.tv/BV1iF411g7FT,8153,英雄故事：索杰恩,1031579
162,BV1U94y1d71R,搞笑,14637,17981,282940,448019333,也就那点事儿-,https://b23.tv/BV1U94y1d71R,1631,这游戏...是挺刺激的,2780070
161,BV1i94y1S7Np,MV,73871,51248,153247,233114659,碧蓝航线,https://b23.tv/BV1i94y1S7Np,4770,Aimer×碧蓝航线5周年主题曲《wavy flow》全球首发！,5320479
161,BV1dF411V7sU,出行,38317,6211,143186,176037767,我是郭杰瑞,https://b23.tv/BV1dF411V7sU,2413,走进亚马逊贫民窟！野生鳄鱼只要18元一只？,1534807
161,BV1m5411D7ff,热点,30697,18793,137617,473837611,新华社,https://b23.tv/BV1m5411D7ff,3950,让我们再次⚡️荡⚡️起⚡️双⚡️桨⚡️,925575
161,BV1E54y1o7cv,美食侦探,30919,22560,202254,406636263,HOLA小测佬,https://b23.tv/BV1E54y1o7cv,2319,监狱犯人每天吃什么？小伙胆大包天，竟跑进监狱亲测了一把,1614399
161,BV1EY411u7MH,单机游戏,25912,14836,85741,1724598,森纳映画,https://b23.tv/BV1EY411u7MH,2537,【不止游戏】“P90”和“短剑”这两把枪为什么长这样？,1162525
158,BV1Jr4y1q721,短片·手书·配音,297716,124789,518531,141496,麦之花Hibana,https://b23.tv/BV1Jr4y1q721,11861,我爸终于还是发现了我的B站账号………………,4801543
158,BV1Xu411q7CM,翻唱,326842,180638,395418,2020642651,铁皮软糖乐队,https://b23.tv/BV1Xu411q7CM,12722,初听只是斜刘海，再听已是地中海,7628965
